scores,magnitude,score,positive,negative,neutral,mixed
0.5,0.800000012,0.400000006,0.009971948,0.033096395,0.953688502,0.003243099
0.789938569,0.800000012,0.400000006,0.033179104,0.006086435,0.958418727,0.002315647
0.5,1.100000024,0.300000012,0.245064527,0.19316262,0.537916303,0.023856621
0.90004611,0,0,0.021978954,0.022107635,0.950985849,0.004927584
0.5,1.5,0.100000001,0.028273415,0.016051074,0.951568127,0.004107408
0.318111897,0.899999976,0.200000003,0.005140495,0.000259785,0.994434774,0.00016505
0.5,2.5,0.5,0.273916423,0.020191265,0.69986999,0.0060223
0.5,0.5,0,0.385216802,0.008175466,0.56585753,0.040750261
0.805819035,0.699999988,0.699999988,0.003544095,0.082015708,0.911850333,0.00258993
0.855036914,1.200000048,0.300000012,0.001498605,0.005838234,0.991271913,0.001391247
0.5,0,0,0.184441149,0.000173079,0.814285338,0.001100404
0.751051843,0.800000012,0,0.247336537,0.000532964,0.750581086,0.001549477
0.903593659,1.399999976,0.699999988,0.460699648,0.002712862,0.499597877,0.036989622
0.5,0.600000024,0.300000012,0.009071977,0.015168424,0.974225521,0.001534107
0.826160073,1.600000024,0.300000012,0.003708305,0.00248864,0.993401825,0.000401272
0.870953858,2.299999952,0.400000006,0.045051325,0.216458455,0.687187552,0.051302616
0.5,0.800000012,0,0.020608863,0.373216778,0.424759805,0.1814145
0.781229675,2.900000095,0.400000006,0.033179104,0.006086435,0.958418727,0.002315647
0.829406798,1.5,0.300000012,0.415843457,0.032554843,0.538057327,0.013544334
0.946567357,2,0.200000003,0.03827687,0.168365419,0.779635847,0.013721871
0.91321981,2.700000048,0.300000012,0.009800552,0.066799864,0.919196784,0.004202832
0.670558929,1.299999952,0.600000024,0.079030626,0.044527791,0.870263934,0.006177601
0.821167588,2,0.5,0.000274068,0.399467379,0.595677137,0.004581453
0.5,0,0,0.267171055,0.029916389,0.672145367,0.030767143
0.724647462,0.800000012,0.200000003,0.161014542,0.02565811,0.753906429,0.059420913
0.87337327,2.200000048,0.300000012,0.027450798,0.008995833,0.960219681,0.003333678
0.5,0,0,0.015007006,0.00825842,0.975637436,0.001097063
0.890503943,2.299999952,0.400000006,0.183558062,0.004155733,0.80940485,0.002881371
0.792901635,2.5,0.300000012,0.013098809,0.001070474,0.985239029,0.000591751
0.91215682,1.600000024,0.300000012,0.461996287,0.006531172,0.513332784,0.018139757
0.5,0.400000006,0,0.121287741,0.298225075,0.525464535,0.05502269
0.5,0,0,0.364009261,0.021622799,0.514168262,0.100199692
0.5,1.5,0.100000001,0.008984902,0.065916009,0.922381639,0.002717412
0.5,1.600000024,0.100000001,0.298425406,0.039640509,0.647701621,0.01423251
0.174916208,1.200000048,0,0.004255351,0.032093223,0.961336195,0.002315324
0.217833638,0.300000012,0,0.054494813,0.003146214,0.937388182,0.004970755
0.5,0.699999988,0.100000001,0.238862529,0.21997267,0.40037939,0.140785411
0.98556757,1.200000048,0.200000003,0.010269702,0.008268362,0.980630875,0.000831014
0.95537889,2.5,0.800000012,0.164409935,0.121104583,0.703443527,0.01104192
0.875562429,3.5,0.200000003,0.022523399,0.049787521,0.898419738,0.029269347
0.5,2,0.300000012,0.003050657,1.12451E-05,0.996916413,2.16465E-05
0.5,0.699999988,0.100000001,0.00845817,0.029878285,0.959272087,0.002391472
0.5,0.400000006,0.200000003,0.376494795,0.023185313,0.52145952,0.078860343
0.952035666,1.799999952,0.899999976,0.003484355,0.009677972,0.985573232,0.001264449
0.5,2.099999905,0.699999988,0.015201461,0.009800378,0.973128259,0.001869847
0.791691124,0.699999988,0.699999988,0.300756007,0.000165222,0.698374093,0.000704624
0.5,1.200000048,0.400000006,0.39722082,0.042734735,0.471205771,0.088838637
0.981897771,1.100000024,0.5,0.013040112,0.164718166,0.812758088,0.009483635
0.940206587,0,0,0.117238857,0.027574914,0.825503826,0.0296824
0.916745067,1.200000048,0.300000012,0.072162412,0.000322667,0.926621497,0.000893418
0.905318558,0,0,0.288155347,0.004152094,0.701673925,0.006018667
0.5,0.5,0.100000001,0.149431586,0.000762439,0.847470343,0.002335674
0.819335222,0.600000024,0,0.321432859,0.004352903,0.644013762,0.030200405
0.923579574,1.799999952,0.200000003,0.000219941,0.002061414,0.997533679,0.000184887
0.986873507,0.100000001,0,0.016315339,0.281272143,0.609906852,0.092505671
0.91697216,0.100000001,0,0.478207499,0.00378346,0.50209111,0.015917957
0.905318558,0,0,0.057414599,0.222692966,0.664366841,0.055525608
0.90171802,1,0.100000001,0.296957314,0.001546524,0.700228214,0.001267975
0.784626722,0.800000012,0.200000003,0.051493425,0.01083746,0.934759974,0.002909115
0.5,0.899999976,0.400000006,0.12964125,0.033164814,0.83034873,0.006845251
0.5,1.899999976,0.600000024,0.056596704,0.022293063,0.910302341,0.010807927
0.93615675,2.400000095,0.400000006,0.262558997,0.175638869,0.45057568,0.111226484
0.5,0.699999988,0.300000012,0.005350679,0.014073452,0.976524711,0.004051156
0.78658998,1,0,0.07317204,0.006175787,0.890847266,0.029804904
0.5,2.099999905,0.100000001,0.334571302,0.081290118,0.491505861,0.092632681
0.5,1.600000024,0.200000003,0.012724299,0.000270885,0.986365438,0.00063946
0.5,1.299999952,0.200000003,0.040577773,0.247519612,0.658663452,0.053239133
0.994800448,0,0,0.047008127,0.002498086,0.948435009,0.002058754
0.938941419,0,0,0.13534613,0.000529345,0.862215817,0.001908688
0.905318558,0,0,0.016860576,0.004688559,0.972783506,0.005667273
0.947936177,1.5,0.5,0.474381626,0.001695456,0.512839437,0.011083423
0.5,1.700000048,0.300000012,0.007116294,0.047446694,0.937152028,0.008284941
0.5,2.900000095,0.5,0.133730069,0.133136734,0.63364625,0.099486984
0.5,0.300000012,0,0.147512063,0.136569276,0.399164945,0.316753745
0.963611186,3,0.400000006,0.166998163,0.002052,0.829464853,0.001484977
0.990457058,0.899999976,0.899999976,0.442181975,0.005447124,0.495524943,0.056845911
0.949818313,0.100000001,0,0.312571347,0.018327409,0.646021247,0.023079926
0.5,0,0,0.292864949,0.070226423,0.615772307,0.021136286
0.948948681,2,0.400000006,0.249064565,0.052570943,0.6724388,0.02592564
0.5,0.400000006,0.100000001,0.009600419,0.005180245,0.983113766,0.002105539
0.956432343,2.799999952,0.699999988,0.024973605,0.012185204,0.96060884,0.002232285
0.956232667,2.700000048,0.5,0.010831621,0.14659375,0.834943473,0.007631117
0.887720704,0.800000012,0.400000006,0.178691223,0.023153353,0.702687502,0.095467903
0.995125771,1,0.5,0.033179104,0.006086435,0.958418727,0.002315647
0.952230752,0,0,0.039096851,0.005091839,0.953674436,0.002136844
0.912504435,0,0,0.442070961,0.019483538,0.501234114,0.037211362
0.922358036,1.899999976,0.300000012,0.016355624,0.081365392,0.897052288,0.005226622
0.917624354,0.200000003,0.200000003,0.053347591,0.000505974,0.944887996,0.001258353
0.199087679,0.200000003,-0.200000003,0.014308333,0.192039236,0.766440809,0.027211616
0.5,0.899999976,0.899999976,0.009815309,0.057256535,0.927755833,0.005172344
0.5,3.200000048,0.600000024,0.033560555,0.002672471,0.962639928,0.001126972
0.5,1.100000024,0.200000003,0.077708833,0.065659761,0.791619122,0.06501238
0.5,0.800000012,0.400000006,0.169664308,0.018677773,0.795658469,0.015999496
0.5,1.100000024,0.300000012,0.281674147,0.000162062,0.717327476,0.000836298
0.5,1.200000048,0.400000006,0.247564286,0.019054553,0.696124852,0.037256338
0.5,1.600000024,0.300000012,0.203664839,0.042635247,0.693107069,0.06059286
0.5,2,0.100000001,0.028352907,0.197873756,0.735731661,0.038041648
0.995963693,1,0.5,0.003257876,0.048301753,0.946351349,0.002088977
0.963327885,0.800000012,0.200000003,0.244331762,0.022836724,0.712761104,0.020070434
0.949031472,0,0,0.024813795,0.091302842,0.877637267,0.006246099
0.915630043,0,0,0.086787164,0.004609696,0.906713128,0.001889987
0.809468091,1.700000048,0,0.243098065,0.026084112,0.666705251,0.064112522
0.5,0.400000006,0.100000001,0.120480224,0.000155604,0.878294468,0.001069681
0.867942393,1.200000048,0.300000012,0.080295712,0.161322445,0.574631691,0.183750138
0.928225756,1.100000024,0.300000012,0.169206515,3.39192E-05,0.830553532,0.000206031
0.5,0.200000003,0,0.007236545,0.003346077,0.988559186,0.000858183
0.5,0.400000006,0.100000001,0.390149117,0.097092643,0.415070295,0.097687915
0.5,1,-0.200000003,0.006440422,0.067993417,0.921581566,0.003984544
0.814982355,1,0.5,0.269916564,0.173365861,0.426873893,0.129843742
0.5,1.899999976,0.300000012,0.018790456,0.026224853,0.943054557,0.011930049
0.755236566,0.5,0.200000003,0.034276102,0.021840148,0.93987751,0.004006183
0.96248579,1.100000024,0.300000012,0.124761499,0.096234299,0.74322474,0.035779454
0.885769129,0,0,0.193751454,0.000928325,0.80250001,0.002820253
0.5,1.200000048,0.200000003,0.362118363,1.65431E-05,0.637106955,0.00075814
0.5,1.299999952,0.200000003,0.000865554,0.001992157,0.996726394,0.00041584
0.5,1.700000048,0.400000006,0.230348751,0.001484735,0.760349393,0.007817117
0.5,1.299999952,0.200000003,0.007701238,0.127523229,0.856613755,0.008161776
0.982608795,2.200000048,0.5,0.056925841,6.26265E-06,0.942945063,0.000122831
0.892949224,1.299999952,0,0.091274105,0.205238447,0.67389667,0.029590711
0.856068492,1.799999952,0,0.050682396,0.008517331,0.937960982,0.002839284
0.897386193,2.200000048,0.5,0.190498427,0.000637771,0.805951178,0.002912685
0.989114881,0.699999988,0.100000001,0.1964387,0.081133299,0.707696736,0.014731293
0.983126521,0.200000003,0.200000003,0.014442881,0.017286327,0.963878095,0.004392578
0.984048247,0,0,0.348367333,0.028363094,0.610732257,0.01253732
0.882178307,0.200000003,0.100000001,0.001985278,0.08490026,0.904777527,0.008336887
0.5,0.899999976,0.200000003,0.044144098,0.003009936,0.950874388,0.00197154
0.5,0.800000012,0.800000012,0.033179104,0.006086435,0.958418727,0.002315647
0.863558233,0.800000012,0.300000012,0.455589205,0.002422116,0.535311818,0.006676854
0.5,1,0.5,0.277732909,0.000374988,0.7194888,0.002403276
0.799019217,1.200000048,0.600000024,0.026410352,0.042416621,0.926300526,0.004872595
0.742142975,0.899999976,0.200000003,0.149755061,0.07551422,0.757473409,0.017257294
0.901211619,1.700000048,0.800000012,0.035470966,0.164240494,0.727619886,0.072668649
0.5,2.799999952,0.400000006,0.065307222,0.008179827,0.923570216,0.002942792
0.813723445,1.5,0.699999988,0.034276102,0.021840148,0.93987751,0.004006183
0.5,2,0.5,0.03272678,0.156255469,0.689812779,0.121204883
0.5,2.400000095,0.600000024,0.01307843,0.020759773,0.964290619,0.001871204
0.5,2,0.5,0.29476589,8.47311E-05,0.704579175,0.000570237
0.5,0.100000001,0.100000001,0.017592395,0.036623526,0.932471097,0.013312959
0.5,0.300000012,0.300000012,0.031881109,0.049770407,0.91388011,0.004468404
0.5,2.400000095,0.800000012,0.033486877,0.292887032,0.659978986,0.013647151
0.5,2.400000095,0.600000024,0.008242546,0.001569539,0.989446998,0.000740805
0.5,1.100000024,-0.300000012,0.054526065,0.00093242,0.940946937,0.00359464
0.5,1.5,0.699999988,0.036275052,0.363328606,0.568593562,0.031802796
0.908077836,1.600000024,0.100000001,0.002744414,0.048241876,0.946396708,0.002616964
0.5,1.100000024,0.5,0.030646522,0.183399767,0.757272065,0.028681593
0.705221295,0.899999976,0.200000003,0.081321925,0.044122431,0.85979414,0.014761471
0.804223955,1.299999952,0.300000012,0.015138772,0.067006707,0.912979186,0.004875267
0.920475006,0.800000012,0.200000003,0.168458596,0.227586642,0.513871908,0.090082899
0.926989973,0.300000012,0.100000001,0.025372958,0.005576287,0.966718376,0.002332363
0.5,0.300000012,0,0.322728068,0.009266673,0.652361989,0.015643302
0.816137135,1.899999976,0.100000001,0.250036091,0.082527973,0.577090025,0.090345852
0.79951632,0.699999988,0,0.152675763,0.024035435,0.813295007,0.009993763
0.254837692,0.600000024,0.300000012,0.004287338,0.082266197,0.903013885,0.010432594
0.870791852,0.300000012,0.100000001,0.003660063,0.005610454,0.990115285,0.000614242
0.5,0.600000024,0.200000003,0.026740719,0.00101927,0.971023142,0.001216829
0.5,1.100000024,0.5,0.15665555,0.045141142,0.77288419,0.025319168
0.5,0.400000006,0.100000001,0.142570332,0.000467368,0.853307486,0.00365489
0.5,0.100000001,0,0.133684143,0.000122374,0.865821958,0.000371493
0.5,0.5,-0.100000001,0.155690372,0.040585775,0.710101902,0.093621917
0.5,0.699999988,0,0.21555765,0.008391181,0.772583783,0.003467349
0.76881218,1,0.200000003,0.303991884,0.183388293,0.317183167,0.195436656
0.5,0.200000003,0.200000003,0.015606157,0.00028001,0.983530462,0.000583387
0.5,0.200000003,-0.200000003,0.000496148,8.8386E-05,0.999363959,5.15211E-05
0.5,0,0,0.007252336,0.075648919,0.912958443,0.004140369
0.5,0.400000006,-0.400000006,0.01954462,0.001343302,0.978596687,0.000515386
0.083837062,0.5,-0.5,0.018441886,0.00041572,0.980417848,0.000724563
0.5,0.200000003,0.100000001,0.010358705,1.46801E-05,0.98949337,0.00013334
0.5,1,0.5,0.017382335,0.107574135,0.860346913,0.014696646
0.5,0.699999988,0.200000003,0.337712348,0.016088825,0.615865529,0.030333351
0.5,0.600000024,0,0.048968814,0.008784741,0.9405967,0.001649788
0.5,0.600000024,-0.600000024,0.05989714,0.099933609,0.819391251,0.020778002
0.861956179,0.600000024,0,0.128850505,0.218713522,0.590607882,0.061828107
0.5,0.5,0.200000003,0.160043702,0.000475756,0.83632648,0.003154074
0.5,0,0,0.186476067,0.09112829,0.511379778,0.21101591
0.78377676,0.800000012,0.800000012,0.157197297,0.163048103,0.576426804,0.103327841
0.5,0.600000024,0.300000012,0.032131962,0.002480683,0.96291244,0.002474979
0.5,0.400000006,0.400000006,0.005260453,0.097097486,0.892632425,0.005009617
0.208436102,0.600000024,0.100000001,0.002552505,0.014770701,0.980735004,0.001941826
0.5,1.200000048,0.300000012,0.060889646,0.067111269,0.834171236,0.037827823
0.210022479,0.300000012,0.100000001,0.464993566,0.001478917,0.523662567,0.009864884
0.5,0,0,0.112005346,0.40388754,0.469293177,0.014813986
0.707274914,0.400000006,0.100000001,0.093909763,7.90645E-05,0.905237734,0.000773423
0.5,0,0,0.404207587,0.061477762,0.488915622,0.045399074
0.138783425,0.800000012,0.300000012,0.134737,0.056215495,0.795998871,0.013048598
0.5,0.800000012,0.300000012,0.016305082,0.006084054,0.974790573,0.00282023
0.291643113,0.200000003,0.200000003,0.135979399,0.194759905,0.621993542,0.047267165
0.5,0.699999988,0.100000001,0.027955595,0.110830769,0.848116994,0.013096621
0.5,0.699999988,0.300000012,0.049405795,0.17248857,0.718136489,0.059969164
0.5,0.5,0.100000001,0.256130487,0.219686612,0.352149427,0.172033429
0.5,0.699999988,0.100000001,0.096506909,0.016020831,0.865383923,0.02208828
0.5,0.100000001,0,0.072796725,0.013670919,0.907430291,0.006101996
0.5,1.299999952,0.300000012,0.015477958,0.169891208,0.803839266,0.010791544
0.5,1,0.100000001,0.194790453,0.000381474,0.79822737,0.006600695
0.5,0.200000003,-0.100000001,0.361936569,0.000218974,0.636402488,0.001441981
0.5,1.200000048,0.100000001,0.00568116,4.43287E-05,0.994135141,0.000139319
0.804569066,0.800000012,0.800000012,0.017451858,0.000294712,0.981033564,0.001219937
0.096613079,0.100000001,0.100000001,0.015885878,0.0426661,0.938445747,0.003002335
0.5,0.200000003,0.100000001,0.074164212,0.000979618,0.922743857,0.002112376
0.847902179,0.100000001,0,0.012046893,0.000205082,0.986954391,0.000793609
0.5,0,0,0.019367214,0.02938647,0.947978318,0.003268012
0.912339449,2.099999905,0.200000003,0.173247337,0.174122289,0.403410226,0.249220222
0.5,0.800000012,0.100000001,0.372153789,0.000810011,0.624996066,0.002040082
0.5,1.700000048,0.100000001,0.479499578,0.003786955,0.493416756,0.023296751
0.5,1.100000024,0.100000001,0.41162622,0.000427257,0.585076332,0.002870198
0.93290031,2,0.5,0.452182084,0.028950453,0.498856008,0.020011464
0.9013623,0.400000006,0.400000006,0.143670782,0.113153905,0.577839255,0.165336102
0.88906014,0.400000006,0.200000003,0.017355505,0.059460085,0.91840899,0.00477541
0.301328301,0.100000001,0,0.032452319,0.160774529,0.792896271,0.013876867
0.5,0.600000024,0,0.029785687,0.022789385,0.92320174,0.024223169
0.5,1.100000024,0.100000001,0.085398018,0.015539497,0.890542328,0.008520173
0.5,0.300000012,0.100000001,0.006837432,0.009072434,0.981314957,0.002775176
0.5,0.699999988,0.100000001,0.01009483,0.006716115,0.980720758,0.002468189
0.996441543,0.899999976,0.400000006,0.059579182,4.12673E-05,0.940090477,0.000288979
0.806081414,0,0,0.013799652,0.053311776,0.929166257,0.003722307
0.5,0,0,0.072570197,0.000169323,0.926619351,0.00064114
0.905880928,1.700000048,0.100000001,0.018089503,0.00018501,0.981190562,0.000534971
0.961765647,1.399999976,0.200000003,0.372178018,0.067122295,0.470245242,0.090454422
0.5,2.5,0.5,0.351064473,0.000129158,0.648226082,0.000580336
0.954662681,1.899999976,0.400000006,0.027084241,0.050579593,0.900385082,0.021951029
0.774806082,1.5,0.300000012,0.023719961,0.435560346,0.4702425,0.07047727
0.5,0.300000012,0.300000012,0.006514282,0.072623789,0.913302839,0.00755914
0.937083542,5.199999809,0.200000003,0.017080972,0.005594408,0.975142956,0.002181621
0.997197509,0.899999976,0.899999976,0.358604312,0.003151689,0.623922646,0.014321392
0.965430737,3.099999905,0.5,0.038642362,0.008069863,0.951302171,0.001985552
0.926674128,2.599999905,0.300000012,0.102660298,0.021314798,0.863673091,0.012351864
0.983035803,3.299999952,0.600000024,0.021122264,0.038117979,0.934441686,0.006318019
0.935329974,0.200000003,0,0.448376149,0.045371957,0.492523313,0.013728627
0.5,2.200000048,0.300000012,0.006383318,0.030286357,0.95732528,0.006005003
0.5,0,0,0.011927558,0.000761581,0.986590862,0.000720059
0.794102669,1.600000024,0,0.011694962,0.000500691,0.986992121,0.000812244
0.926841378,1.700000048,0,0.224468023,0.079116218,0.688481867,0.007933867
0.791775942,1.100000024,0.300000012,0.114614591,0.351916015,0.353601724,0.179867715
0.987825692,2.5,0.5,0.002699513,0.00922457,0.987417221,0.000658653
0.918468595,1.799999952,0.400000006,0.084043048,0.000379958,0.909169793,0.006407157
0.757484913,1.100000024,0.200000003,0.034276102,0.021840148,0.93987751,0.004006183
0.973477721,4,0.600000024,0.022913234,0.049267933,0.875447571,0.052371245
0.931987524,0.899999976,0.200000003,0.085139938,0.002493335,0.904025376,0.008341331
0.5,2.099999905,0,0.030939216,0.022556107,0.941246986,0.005257733
0.5,1.5,0,0.011863546,0.015333978,0.968541324,0.004261157
0.5,2.099999905,0.200000003,0.277021378,0.005334202,0.710318267,0.007326146
0.762836576,1.700000048,0,0.077203996,0.005353232,0.914229214,0.003213532
0.5,1.200000048,0.400000006,0.004717005,0.078621477,0.905488372,0.011173091
0.5,0.899999976,0.200000003,0.061543226,0.000228207,0.937658787,0.000569772
0.5,0.5,0,0.119650953,0.01036222,0.85695982,0.013027029
0.5,2,0.200000003,0.009617237,0.056143437,0.919831216,0.01440812
0.857186913,3.299999952,0.300000012,0.208290353,0.025060367,0.741873801,0.024775563
0.5,2.099999905,0.200000003,0.035062715,0.015396636,0.946191251,0.003349487
0.5,0,0,0.361865431,0.003574932,0.614364266,0.020195356
0.900881767,1.700000048,0.300000012,0.200136095,0.012853876,0.756788909,0.030221062
0.294233233,0,0,0.008787038,2.10339E-05,0.990957737,0.000234195
0.936810672,0.699999988,0.300000012,0.282601148,0.014595265,0.695962548,0.006841028
0.905555844,1.5,0.5,0.013379884,0.01092054,0.973675609,0.002023908
0.5,2,0.400000006,0.193059757,0.00317191,0.786348522,0.017419785
0.855901957,1.100000024,0.200000003,0.009356847,0.290140778,0.673071027,0.027431376
0.5,1.5,0.100000001,0.46369949,0.00962756,0.492099464,0.034573484
0.5,0.100000001,0,0.34989199,0.005538637,0.574950337,0.069619015
0.933755279,3.5,0.5,0.148662329,0.015892357,0.698164642,0.137280673
0.971060336,2.099999905,0.200000003,0.006379043,0.000147273,0.993105829,0.000367868
0.232561767,2.400000095,0.300000012,0.392261177,0.001006356,0.603934169,0.002798317
0.5,0.100000001,0,0.371744752,0.050151538,0.567546546,0.010557187
0.5,1.600000024,0,0.157458976,0.05190327,0.780461431,0.010176301
0.89790839,2.200000048,0,0.119709775,0.012319018,0.855082512,0.012888699
0.979506731,0.600000024,0.600000024,0.015201461,0.009800378,0.973128259,0.001869847
0.5,0.5,-0.5,0.065307222,0.008179827,0.923570216,0.002942792
0.5,0.5,0.200000003,0.032736368,0.052217335,0.901156485,0.013889769
0.765378654,0.100000001,0,0.000155956,0.089870498,0.907404125,0.002569485
0.5,0.200000003,0.200000003,0.031852942,0.018267732,0.946200967,0.003678396
0.5,2.299999952,0,0.13764751,0.003022653,0.852494419,0.006835443
0.5,1.399999976,0,0.046151519,0.011336267,0.931028008,0.011484202
0.5,2,0.300000012,0.007104186,0.003807181,0.986563206,0.002525395
0.5,1.299999952,0.100000001,0.02703133,0.002008758,0.968208313,0.00275162
0.076936603,0.800000012,0,0.166469887,0.015169607,0.81474483,0.003615725
0.5,1.899999976,0,0.155802414,7.82438E-05,0.8433671,0.000752268
0.182289004,1.299999952,-0.200000003,0.292756438,0.059762739,0.584300578,0.063180238
0.5,0,0,0.097752705,0.046239622,0.847224772,0.008782891
0.833285868,0.400000006,0.200000003,0.119987972,5.46006E-05,0.87931335,0.00064411
0.5,1.700000048,0.300000012,0.00076703,0.018331746,0.978869379,0.002031782
0.5,0.200000003,-0.100000001,0.002300095,0.016716493,0.979047477,0.001935912
0.5,1,-0.5,0.065307222,0.008179827,0.923570216,0.002942792
0.915379465,1.799999952,0.200000003,0.027472854,0.010604689,0.958704174,0.003218265
0.774893999,1.600000024,0,0.159702972,0.003513195,0.834347963,0.002435861
0.5,1.600000024,0.300000012,0.045606319,0.001211372,0.948954284,0.004228065
0.5,0,0,0.079509683,0.000546577,0.918686688,0.00125699
0.921673298,1.5,0.200000003,0.163874969,0.000207868,0.835164607,0.000752607
0.893555045,2.5,0.300000012,0.006659585,0.001653644,0.990997672,0.000689088
0.5,1.5,0.300000012,0.159125671,0.225472659,0.600470603,0.014931056
0.5,0.5,0.5,0.002421764,0.118245356,0.871824861,0.007508046
0.5,0,0,0.012861242,0.006339814,0.979711354,0.001087578
0.5,1,0.200000003,0.38466084,0.074019589,0.528969705,0.012349893
0.941227078,0.699999988,0.300000012,0.033108767,0.005076942,0.956899941,0.004914348
0.21972242,4.599999905,0.100000001,0.452235103,0.00512905,0.515044808,0.02759104
0.5,1.700000048,0.400000006,0.340608746,0.003870169,0.653065264,0.002455859
0.247486085,1.799999952,0.200000003,0.072796725,0.013670919,0.907430291,0.006101996
0.973353863,0.699999988,0.699999988,0.042940587,0.00040949,0.953024149,0.003625878
0.5,0,0,0.222809643,0.031225778,0.739090562,0.00687402
0.293312132,1.5,0,0.206999362,0.005046947,0.785966814,0.001986897
0.700028598,1,0,0.030398611,0.119115897,0.83818239,0.012303117
0.252166152,1.200000048,0,0.184467494,0.052852456,0.733758509,0.028921576
0.5,0.300000012,0.100000001,0.028811203,3.34984E-05,0.970962703,0.000192576
0.831195116,1.200000048,-0.600000024,0.065747537,0.175783351,0.583784163,0.174684972
0.973930836,0.300000012,0.300000012,0.429548234,0.002590047,0.52000463,0.047857124
0.5,0.5,0.200000003,0.112643525,0.000276057,0.886389792,0.000690655
0.79632926,2.099999905,0.5,0.133631378,0.000376563,0.864575863,0.001416151
0.772262156,1.899999976,0,0.008482281,0.001604257,0.988555133,0.001358284
0.994800448,0,0,0.106911689,0.037440114,0.846731484,0.008916636
0.5,0,0,0.083173029,0.00015206,0.911914647,0.004760259
0.871497154,1,0.200000003,0.077854261,0.176628813,0.685302138,0.060214762
0.5,0,0,0.369989127,0.052008487,0.512911797,0.065090574
0.763869643,0,0,0.017980406,0.021001928,0.958194852,0.002822743
0.314173996,0,0,0.343311429,0.01539052,0.593785822,0.047512263
0.673896492,0.400000006,0.400000006,0.011505449,0.00015204,0.988031864,0.000310544
0.762656927,1.100000024,0.300000012,0.10384497,0.133840293,0.752090275,0.01022451
0.5,0.200000003,0.200000003,0.328167647,0.000653416,0.666392028,0.004786891
0.5,0.800000012,0.100000001,0.018198846,0.001092918,0.979229212,0.001478987
0.833590746,0.200000003,0.200000003,0.01322265,0.027292492,0.954481781,0.005003009
0.81874764,0.200000003,-0.200000003,0.299092263,0.001616278,0.695515096,0.003776411
0.772072852,0.200000003,-0.200000003,0.148683235,0.046652302,0.787512243,0.017152188
0.108775258,0.300000012,-0.300000012,0.055162616,0.204493701,0.720077693,0.020265967
0.5,0.899999976,0,0.125230998,0.000792553,0.871768773,0.002207622
0.861398041,0.899999976,0.899999976,0.271475136,0.063166909,0.604285955,0.061072007
0.74094063,3.200000048,0.300000012,0.298947364,0.000352863,0.699461043,0.001238757
0.965524673,0.5,0.5,0.00848805,0.004894372,0.985469043,0.001148605
0.719384134,0.200000003,0.200000003,0.025755553,0.000100676,0.97393167,0.00021215
0.5,0,0,0.002031456,9.3921E-05,0.997778118,9.64696E-05
0.291812092,1.600000024,0,0.414063573,0.002451214,0.5735268,0.009958472
0.5,0.400000006,0.200000003,0.449035674,0.053898081,0.47412473,0.022941453
0.5,1.100000024,0.5,0.360262722,0.038502593,0.450482339,0.150752261
0.859010875,1,-0.5,0.134753987,0.003903876,0.85303545,0.008306684
0.871487856,0.899999976,0.200000003,0.09693411,0.001529025,0.900035381,0.001501487
0.5,1,0,0.235613957,0.241036683,0.374819726,0.148529693
0.5,0.400000006,-0.100000001,0.034276102,0.021840148,0.93987751,0.004006183
0.941526055,0.899999976,0.200000003,0.005463111,0.016257636,0.976116538,0.00216269
0.901067615,2.099999905,0.200000003,0.149294823,0.106327914,0.680398285,0.063979007
0.934129238,3.400000095,0.400000006,0.17316559,0.004900648,0.806402683,0.015531042
0.929056942,0,0,0.283049613,0.0023489,0.712000072,0.002601456
0.897884965,2.200000048,0.5,0.206002533,0.238147497,0.442483068,0.113366894
0.797726691,0.5,-0.100000001,0.005409258,0.011549697,0.981860995,0.001180011
0.769638062,0.400000006,0.200000003,0.045171637,0.359294862,0.536962688,0.058570858
0.5,1.899999976,0.100000001,0.033179104,0.006086435,0.958418727,0.002315647
0.5,1,0.200000003,0.225112364,0.114035614,0.534702778,0.126149222
0.929056942,0,0,0.126874223,0.000473708,0.871657908,0.000994205
0.5,1.700000048,0.300000012,0.139338329,0.314221203,0.356458485,0.189981997
0.5,1.899999976,0,0.182104528,0.016538879,0.795660257,0.005696271
0.5,0,0,0.0799651,0.009651396,0.906870663,0.003512885
0.268677622,0.800000012,0,0.010070618,0.001078674,0.9881742,0.000676513
0.798517466,1.899999976,0.100000001,0.015504902,0.021153729,0.961266339,0.002075073
0.721991658,2.700000048,0.200000003,0.164747596,0.01239047,0.796426773,0.026435133
0.5,1.600000024,0,0.030913593,0.058306839,0.888778329,0.022001272
0.5,0.600000024,0,0.023465136,0.060330622,0.908423722,0.00778051
0.925721467,0,0,0.111701615,0.002605153,0.87748462,0.008208601
0.5,1,0.200000003,0.009308622,5.9271E-05,0.990345061,0.000287025
0.883985698,2,0.200000003,0.072043836,0.007933077,0.918332279,0.001690858
0.5,0.699999988,0.100000001,0.041023865,0.010298965,0.946113348,0.002563845
0.929056942,0,0,0.01485589,0.014693116,0.968748331,0.001702711
0.847191215,0.699999988,0,0.07423,0.007372534,0.910868406,0.007529098
0.890849471,1.299999952,0.400000006,0.027259022,0.010279631,0.959902465,0.002558907
0.970436573,2.400000095,0.300000012,0.135107413,0.17266275,0.560250998,0.13197881
0.5,2.200000048,0.400000006,0.050439078,0.061184786,0.882355094,0.006020973
0.770071089,2,0.400000006,0.466925859,0.016163023,0.507525384,0.009385752
