scores,magnitude,score,positive,negative,neutral,mixed
0.5,0.100000001,-0.100000001,0.888357222,0.000155243,0.106769063,0.004718502
0.856860518,1.899999976,0.300000012,0.992026031,0.000404623,0.005015087,0.002554177
0.5,0,0,0.86023134,0.002517194,0.111372143,0.025879264
0.5,0,0,0.473977476,0.146280631,0.145739049,0.234002829
0.92061168,1.5,0.300000012,0.746350586,0.000919976,0.245845586,0.006883862
0.5,0.100000001,0.100000001,0.988343596,0.000420927,0.008235439,0.002999936
0.881996691,1.799999952,0,0.534977257,0.018190172,0.438902497,0.00793005
0.5,0,0,0.598659098,0.001485984,0.398166031,0.001688881
0.158880353,1.899999976,0.100000001,0.587867022,0.028885696,0.263310403,0.119936846
0.5,0,0,0.978149235,0.00022433,0.016825944,0.004800441
0.5,1.600000024,0.400000006,0.551040232,0.052835122,0.378969669,0.017154966
0.5,0.100000001,-0.100000001,0.844810128,0.024636125,0.036261812,0.094292007
0.894776106,2.599999905,0.400000006,0.67282182,0.001264543,0.315283239,0.010630435
0.5,0,0,0.70552063,0.007962167,0.279602438,0.006914775
0.5,0,0,0.698167026,0.019966092,0.196207836,0.085659049
0.870352387,1.200000048,0,0.844541073,0.040765677,0.085696883,0.028996361
0.5,0,0,0.712139606,0.005681699,0.267195493,0.014983258
0.5,2.599999905,0,0.861724257,0.002543515,0.08489342,0.050838858
0.5,0,0,0.641015232,0.071706273,0.252874345,0.034404192
0.5,1.200000048,0,0.725740373,0.022359727,0.170480505,0.081419446
0.5,0,0,0.762567937,0.003440501,0.138304591,0.095687002
0.5,0,0,0.648253679,0.043372918,0.205457106,0.102916345
0.5,0.100000001,0.100000001,0.995428085,9.27681E-06,0.003999182,0.000563382
0.868999004,0.5,0.100000001,0.520965576,0.046629094,0.261863083,0.170542181
0.5,0.100000001,-0.100000001,0.503604591,0.04041297,0.383324325,0.072658092
0.5,5.300000191,0.100000001,0.574492753,0.150005013,0.222398221,0.053104043
0.708640099,1.600000024,0.100000001,0.87838614,0.003102545,0.107443474,0.011067864
0.5,0,0,0.675800383,0.002697938,0.317154974,0.00434674
0.5,0.100000001,0.100000001,0.578125596,0.051716246,0.195498362,0.174659804
0.5,0,0,0.523482382,0.036317155,0.404359192,0.035841249
0.731177807,1.600000024,-0.300000012,0.625314116,0.017380176,0.31981051,0.037495133
0.5,0,0,0.647260666,0.005178273,0.325564325,0.021996716
0.916460037,1.799999952,0,0.600674987,0.031608634,0.200373933,0.167342454
0.5,0,0,0.857099533,0.011747482,0.123992421,0.007160562
0.5,0,0,0.923601389,0.001411905,0.054003462,0.020983255
0.5,0,0,0.540282965,0.019874644,0.419222414,0.020620037
0.841107011,2.299999952,0,0.974016607,0.000273646,0.006427697,0.019281948
0.5,1.399999976,0.200000003,0.479166329,0.050630856,0.383170366,0.087032437
0.5,0,0,0.86186564,0.00334509,0.099232934,0.035556417
0.5,2.900000095,0.100000001,0.659437835,0.002772345,0.28253141,0.05525833
0.5,0.100000001,-0.100000001,0.904290199,0.001743849,0.085731044,0.008234896
0.179011673,2.599999905,0.200000003,0.726361036,0.003079104,0.240191549,0.030368276
0.180458307,2.599999905,0,0.524754822,0.008571065,0.424289227,0.042384889
0.138194919,3.599999905,0.300000012,0.797009349,0.006966296,0.186267018,0.00975736
0.5,0,0,0.881463528,0.00549143,0.106939264,0.006105783
0.99311471,1.799999952,0.400000006,0.969881952,0.001026057,0.025142144,0.003949897
0.5,0,0,0.962926447,0.005996471,0.009605646,0.021471383
0.946534634,0.400000006,0,0.651047647,0.006410616,0.311440736,0.031101033
0.5,1.200000048,0.100000001,0.985223413,0.00027175,0.005998632,0.008506134
0.9488132,5.800000191,0.5,0.421575963,0.137150675,0.379425585,0.06184775
0.82307142,3.400000095,0.300000012,0.989253461,0.000197412,0.005709283,0.004839949
0.93073833,2,0.300000012,0.967527092,0.000341316,0.013635304,0.018496353
0.885360003,1.100000024,0.100000001,0.513210595,0.028611638,0.399915874,0.05826192
0.5,0.600000024,0.100000001,0.48925668,0.011289732,0.469969094,0.029484477
0.938773513,0.899999976,0.400000006,0.747907162,0.000463276,0.248427927,0.003201608
0.5,0,0,0.79230696,0.001414506,0.194242597,0.01203594
0.5,2.599999905,0.200000003,0.87340194,0.004114507,0.103531472,0.018952124
0.837467551,2,0,0.538731992,0.032186281,0.417315543,0.011766206
0.5,1.899999976,0.200000003,0.817717075,0.00010068,0.178565085,0.00361713
0.889902592,3.299999952,0.200000003,0.752657831,0.036832575,0.108719781,0.101789787
0.927577972,3.200000048,0,0.855353892,0.000800478,0.127484769,0.01636089
0.964370489,2.799999952,0.200000003,0.94552511,0.000458695,0.027336286,0.02667984
0.5,3.599999905,0.300000012,0.429017842,0.171441242,0.256391495,0.143149406
0.867162168,1.899999976,0.600000024,0.962395608,4.80632E-05,0.034055647,0.003500628
0.5,0.5,0.100000001,0.468810648,0.019039597,0.416945726,0.095204018
0.878642559,0,0,0.759469628,0.000916964,0.2349139,0.00469955
0.5,0,0,0.677932203,0.002877562,0.308549166,0.010641139
0.5,1.799999952,0.100000001,0.569127917,0.007040369,0.405485511,0.018346179
0.5,1.899999976,0.100000001,0.510371208,9.72636E-05,0.488325536,0.001205978
0.5,1.899999976,-0.100000001,0.536105633,0.002582805,0.243893713,0.217417881
0.5,1,0.200000003,0.949704707,0.001647275,0.018733988,0.029913981
0.5,0.400000006,0,0.60518539,0.031338956,0.304689735,0.058785915
0.5,0,0,0.530972958,0.065998703,0.38282609,0.020202296
0.5,0.400000006,0.100000001,0.407484859,0.154957801,0.402999967,0.034557324
0.5,0.400000006,0,0.611604154,0.018504899,0.359969139,0.009921801
0.879301071,0,0,0.815047979,0.000135475,0.181909919,0.002906633
0.800786018,0.5,0.200000003,0.711700141,0.009524526,0.193152219,0.085623063
0.787232041,0,0,0.775205195,0.013227241,0.204686016,0.006881499
0.5,0.100000001,-0.100000001,0.88281554,0.011082781,0.09149909,0.014602536
0.5,0,0,0.509309649,0.00568396,0.457615525,0.027390821
0.5,0.100000001,0,0.603337288,0.020065034,0.324892968,0.051704675
0.5,0,0,0.428801,0.018379485,0.250858366,0.301961213
0.5,1.700000048,0.300000012,0.998515427,1.06539E-05,0.000328438,0.001145449
0.5,0,0,0.516361356,0.000270736,0.478757441,0.004610498
0.5,2.299999952,0.200000003,0.755711317,0.009916429,0.120605282,0.113766931
0.5,0.100000001,-0.100000001,0.672492027,0.003093335,0.295098543,0.029316034
0.5,0.100000001,-0.100000001,0.448208332,0.126077205,0.289402008,0.13631247
0.948899031,4.699999809,0.600000024,0.856605887,0.001462687,0.127895877,0.014035599
0.5,0,0,0.659699023,0.001877116,0.327255309,0.011168512
0.5,0,0,0.634027481,0.010207655,0.224789292,0.130975634
0.5,0,0,0.948214471,0.000626001,0.034887649,0.016271921
0.95902282,2.200000048,0,0.474872947,0.111570887,0.262238681,0.151317433
0.5,0,0,0.989939868,0.000235632,0.008275944,0.001548523
0.9293679,6.599999905,0.400000006,0.516441584,0.002125164,0.471959174,0.00947407
0.5,0,0,0.471494794,0.09311498,0.191803843,0.243586406
0.5,0.600000024,0.100000001,0.921909869,0.006355584,0.067365505,0.00436912
0.5,0.100000001,-0.100000001,0.76905942,0.004770101,0.185587361,0.040583193
0.940734088,1.200000048,0.200000003,0.507718146,0.000645762,0.487452865,0.004183262
0.75762248,4.099999905,0.200000003,0.759936035,0.000616988,0.235746622,0.003700285
0.5,3.200000048,0,0.659421384,0.003645642,0.293174297,0.043758679
0.5,0,0,0.744729459,0.012378898,0.184681177,0.058210392
0.5,0,0,0.652721524,0.028492659,0.266970187,0.051815644
0.5,0,0,0.496051162,0.025241131,0.289449364,0.189258412
0.5,1.600000024,0,0.830761194,0.004821907,0.150610209,0.013806726
0.5,0,0,0.990981519,2.19744E-05,0.007798327,0.001198241
0.96037817,0.400000006,0.400000006,0.87826395,0.000983274,0.11183548,0.008917245
0.5,0.100000001,-0.100000001,0.510602534,0.029990776,0.323109746,0.136296973
0.944783688,0.100000001,0.100000001,0.524870634,0.031991094,0.387429297,0.055709004
0.838226914,2.700000048,0.300000012,0.960146189,0.000502381,0.022122419,0.017229114
0.5,0,0,0.45754835,0.044287059,0.398698866,0.099465705
0.875429988,1.700000048,0,0.853936255,0.011797138,0.078847803,0.055418801
0.5,0.100000001,-0.100000001,0.761670768,0.013938372,0.145846501,0.078544363
0.5,1,0,0.785644293,0.00555756,0.172843024,0.035955124
0.5,4,0.300000012,0.91587466,0.00121315,0.026729429,0.056182791
0.5,0,0,0.954828441,0.003079989,0.034990046,0.007101463
0.5,0,0,0.97479409,0.000893502,0.005619803,0.01869265
0.5,0,0,0.738691092,0.000631719,0.248628303,0.012048816
0.873250484,1,0,0.88777566,0.007762273,0.100429811,0.004032241
0.5,0,0,0.744985938,0.028204478,0.108952567,0.117857009
0.5,2.700000048,0.200000003,0.946550608,0.000295161,0.045559455,0.007594796
0.5,1.5,0.100000001,0.696671486,0.015646705,0.2420699,0.045611925
0.5,0.100000001,-0.100000001,0.937202573,0.002270456,0.04710133,0.013425652
0.929245949,2.400000095,0.300000012,0.571062744,0.032561664,0.231862724,0.164512843
0.5,0,0,0.829746187,0.002995596,0.138791099,0.028467132
0.5,0,0,0.76733321,0.000974354,0.223202094,0.008490381
0.5,0,0,0.921909869,0.006355584,0.067365505,0.00436912
0.5,2.5,0.100000001,0.993086874,0.000193129,0.004977897,0.001742126
0.5,0,0,0.740439355,0.013379026,0.236725181,0.009456464
0.5,2.200000048,0.100000001,0.815224528,0.006417012,0.036767866,0.141590595
0.5,0,0,0.951324582,0.00012931,0.038626205,0.009919955
0.5,0.300000012,0,0.755907297,0.002788441,0.236630052,0.004674278
0.924051702,4.199999809,0.200000003,0.749372542,0.00404593,0.215537325,0.031044208
0.5,0,0,0.801633298,0.016588368,0.119372755,0.062405631
0.5,0,0,0.741422415,0.006194508,0.233212903,0.019170148
0.756584525,0,0,0.501894832,0.030188836,0.455492705,0.012423701
0.285046011,1.600000024,0,0.551192999,0.000746089,0.445112258,0.002948588
0.5,0.100000001,-0.100000001,0.940830648,0.005070625,0.050857365,0.003241246
0.5,1.100000024,0.200000003,0.989048839,0.000138847,0.007678509,0.003133744
0.736522079,1.899999976,0.100000001,0.586652279,0.019475678,0.385152727,0.008719324
0.5,0,0,0.988640308,9.45027E-05,0.009050578,0.002214664
0.5,0,0,0.732911825,0.001305086,0.260124058,0.005659087
0.857437372,1.399999976,0.200000003,0.941758335,0.006575429,0.043762565,0.007903703
0.888783574,1,0.100000001,0.641694188,0.013050043,0.33562842,0.009627405
0.5,1.299999952,0.600000024,0.549046159,0.033317085,0.368626416,0.049010359
0.5,0,0,0.706968963,0.005435632,0.069998451,0.217597038
0.5,2.299999952,0.100000001,0.598056316,0.007295175,0.288056105,0.106592424
0.906952739,2.299999952,0.5,0.841184556,0.003665532,0.135667115,0.01948286
0.747066259,2.700000048,0.600000024,0.883785307,0.000181141,0.113683261,0.002350329
0.5,0.400000006,0,0.843984008,0.005972786,0.134560704,0.015482472
0.761235476,1.100000024,0.100000001,0.994540393,0.000137136,0.003767094,0.001555349
0.927139163,2.700000048,0.600000024,0.587988853,0.000136891,0.410918683,0.000955559
0.5,0,0,0.632642448,0.001292126,0.362304121,0.003761268
0.949045122,0,0,0.829799652,0.001682856,0.153817937,0.01469961
0.5,0.100000001,0,0.489428461,0.032801736,0.468272626,0.009497246
0.5,2.099999905,0.300000012,0.4349536,0.163350925,0.323357612,0.078337952
0.5,0,0,0.858399808,0.001658113,0.128934175,0.011007826
0.5,1.299999952,0.200000003,0.86186564,0.00334509,0.099232934,0.035556417
0.5,0.699999988,0,0.968633235,0.000176897,0.025081974,0.006107942
0.5,1.100000024,0.200000003,0.74700582,0.006920774,0.208579287,0.037494097
0.5,1.5,0.200000003,0.828539431,0.009694471,0.126339346,0.035426747
0.5,0.400000006,0,0.93941617,0.000812811,0.003379963,0.056391045
0.5,0,0,0.817217052,0.000515499,0.178353906,0.00391341
0.765155613,0.899999976,0.100000001,0.921909869,0.006355584,0.067365505,0.00436912
0.7466681,1.299999952,0.300000012,0.953104258,0.000135799,0.042789046,0.003970887
0.5,0.800000012,0,0.453015715,0.090276122,0.241584092,0.215124041
0.884016752,1.399999976,0.400000006,0.380978823,0.231968984,0.136364549,0.250687659
0.912516952,1.200000048,0.300000012,0.941492736,0.000588813,0.044540964,0.013377532
0.859506011,0.800000012,0.800000012,0.676045895,0.003312914,0.304896206,0.015744962
0.5,0.100000001,0,0.357514858,0.214124948,0.182684287,0.245675892
0.829108357,1.5,0.300000012,0.815386653,0.012003456,0.12505798,0.047551975
0.5,0.600000024,0.100000001,0.462049425,0.038158312,0.448315948,0.051476356
0.5,2.299999952,0.400000006,0.485598028,0.016859466,0.477699131,0.019843347
0.935036838,1.600000024,0.400000006,0.356216103,0.311827987,0.286249042,0.045706894
0.5,0.100000001,0,0.367091924,0.137439355,0.313953102,0.181515574
0.5,0.400000006,0,0.737211943,0.000331825,0.257407784,0.005048433
0.5,0.400000006,0,0.929250896,0.000166954,0.067178234,0.003403885
0.5,0.400000006,0.200000003,0.636459708,0.029361999,0.266759723,0.06741865
0.74720639,0.100000001,0.100000001,0.687555492,0.058936484,0.213804051,0.039703906
0.5,0.400000006,-0.100000001,0.637986541,0.000207002,0.360792577,0.001013881
0.5,1.200000048,0.200000003,0.610130906,0.010896999,0.102948226,0.276023924
0.5,0.800000012,-0.100000001,0.661627352,0.000633363,0.332309455,0.005429893
0.5,0,0,0.716570139,0.011299736,0.246961206,0.025168879
0.5,0.600000024,-0.300000012,0.641015232,0.071706273,0.252874345,0.034404192
0.762964249,0,0,0.637053788,0.027987439,0.313444197,0.021514574
0.5,2.200000048,0.300000012,0.844319522,0.019242093,0.085854419,0.050584063
0.5,1.200000048,0.200000003,0.523115218,0.001238044,0.471662402,0.003984348
0.5,1.200000048,0,0.980416119,0.000743019,0.013497123,0.00534377
0.5,0.300000012,0,0.947099268,0.001932009,0.044571925,0.006396704
0.5,0.899999976,0.200000003,0.824702501,0.00120629,0.140329078,0.03376215
0.5,0.5,0,0.840807855,0.010905056,0.09295997,0.055327166
0.92367065,1.899999976,0.300000012,0.765722394,0.012894415,0.185427979,0.035955299
0.5,0.5,0,0.82132858,0.002917828,0.14880608,0.026947608
0.986181319,0.200000003,0,0.489792079,0.013543949,0.451137602,0.045526315
0.5,1.299999952,0.200000003,0.641015232,0.071706273,0.252874345,0.034404192
0.5,0.699999988,0,0.641015232,0.071706273,0.252874345,0.034404192
0.5,0.200000003,0,0.35360232,0.185120046,0.318346977,0.142930627
0.5,0.300000012,0,0.487865657,0.023815768,0.407058358,0.081260256
0.5,0.699999988,0.300000012,0.59585458,0.000220032,0.402281523,0.001643877
0.838581443,1,0,0.555147886,0.001838399,0.431241363,0.011772363
0.850385904,1.600000024,0.300000012,0.710456848,0.072433673,0.032869775,0.184239671
0.909208,0,0,0.941437244,0.000249188,0.055241387,0.003072237
0.5,1.100000024,0.100000001,0.90895921,0.004672522,0.072818413,0.013549911
0.233523428,0.800000012,0.200000003,0.915562332,0.001343615,0.044921454,0.038172659
0.5,0.200000003,-0.200000003,0.38437289,0.232357353,0.317772239,0.065497436
0.5,0.800000012,0.800000012,0.831915796,0.000560298,0.150060356,0.017463526
0.5,0.800000012,0.400000006,0.530113041,0.042937782,0.413176477,0.013772632
0.5,0.600000024,0,0.53866446,0.000528167,0.454585195,0.006222221
0.5,1.799999952,0.200000003,0.791933656,0.003904496,0.201138034,0.003023818
0.5,1.299999952,0.400000006,0.512059748,0.005789236,0.457747757,0.0244033
0.818296671,0.5,0.100000001,0.935922503,0.007039466,0.021053215,0.035984881
0.5,0,0,0.66403389,0.025037723,0.278389156,0.032539159
0.679447174,0.100000001,-0.100000001,0.291541874,0.012070763,0.680833638,0.015553716
0.076914132,0.300000012,-0.300000012,0.268913984,0.003636233,0.723901391,0.003548411
0.5,0.600000024,0,0.105113208,0.187625319,0.672664642,0.034596812
0.801831961,1.200000048,0.400000006,0.033179104,0.006086435,0.958418727,0.002315647
0.90004611,0,0,0.472651988,0.00339119,0.504551709,0.019405138
0.914685845,0.100000001,0,0.077363521,0.043818925,0.870823681,0.00799381
0.947908938,2.700000048,0.600000024,0.055134617,0.000968372,0.942365289,0.001531727
0.722893775,1.700000048,0.200000003,0.014620893,0.086703286,0.889881134,0.008794609
0.5,0.699999988,0,0.032146197,0.058218427,0.899534225,0.010101117
0.230839968,2.099999905,0.200000003,0.236580893,0.006031155,0.747283936,0.010104041
0.23879993,1.299999952,0.400000006,0.01801664,0.035629794,0.918626547,0.027727038
0.742639601,0.800000012,0.800000012,0.198350877,0.001364293,0.796947777,0.003336989
0.5,2.099999905,0.5,0.064253598,4.99948E-05,0.935159922,0.000536417
0.5,0,0,0.002850544,0.054190867,0.940610051,0.002348555
0.5,1.100000024,0.100000001,0.010389134,0.038657438,0.948553205,0.002400286
0.176668584,0.5,0.200000003,0.07860449,0.051517513,0.850556791,0.019321145
0.732738435,3.200000048,0.200000003,0.471829534,0.00208788,0.518180132,0.007902482
0.5,0.800000012,0.200000003,0.077580944,0.444729418,0.456582278,0.021107437
0.5,0.800000012,0.200000003,0.128469959,0.002129654,0.861633599,0.007766792
0.5,1.799999952,0,0.010227293,0.014456932,0.973918021,0.001397701
0.839334011,0,0,0.014430097,0.085730784,0.882704735,0.017134365
